SUC001,Leche Deslactosada,7501234568150,Lacteos,2027-05-20,Alpura,15.00,95
SUC001,Yogurth Natural,7501234568151,Lacteos,2026-07-15,Yoplait,10.00,130
SUC002,Yogurth Fresa,7501234568152,Lacteos,2026-07-15,Yoplait,10.00,125
SUC002,Yogurth Mango,7501234568153,Lacteos,2026-07-15,Yoplait,10.00,120
SUC003,Queso Panela,7501234568154,Lacteos,2027-03-15,El Corral,38.00,58
SUC003,Queso Oaxaca,7501234568155,Lacteos,2027-03-15,El Corral,42.00,52
SUC004,Queso Manchego,7501234568156,Lacteos,2027-03-15,El Corral,48.00,48
SUC004,Crema Agria,7501234568157,Lacteos,2027-04-10,Lala,22.00,82
SUC005,Leche Entera,7501234568158,Lacteos,2027-05-15,Lala,14.00,92
SUC005,Leche Almendras,7501234568159,Lacteos,2027-04-20,Alpura,18.00,72
SUC001,Coca Cola 600ml,7501234568200,Bebidas,2026-12-15,Coca-Cola,8.00,150
SUC001,Coca Cola 3L,7501234568201,Bebidas,2026-12-15,Coca-Cola,15.00,100
SUC002,Sprite 600ml,7501234568202,Bebidas,2026-12-15,Coca-Cola,8.00,145
SUC002,Fanta 600ml,7501234568203,Bebidas,2026-12-15,Coca-Cola,8.00,140
SUC003,Jugo Naranja 1L,7501234568204,Bebidas,2027-05-20,Tampico,12.00,110
SUC003,Jugo Manzana 1L,7501234568205,Bebidas,2027-05-20,Tampico,12.00,105
SUC004,Agua Mineral 1L,7501234568206,Bebidas,2027-12-31,Ciel,6.00,200
SUC004,Agua Mineral 500ml,7501234568207,Bebidas,2027-12-31,Ciel,4.00,250
SUC005,Refresco Cola 2L,7501234568208,Bebidas,2026-12-15,Coca-Cola,15.00,130
SUC005,Refresco Limon 2L,7501234568209,Bebidas,2026-12-15,Coca-Cola,15.00,125
SUC001,Cerveza Lager,7501234568300,Bebidas,2026-12-20,Modelo,18.00,55
SUC001,Cerveza Pilsner,7501234568301,Bebidas,2026-12-20,Modelo,18.00,50
SUC002,Vino Tinto Reserva,7501234568302,Bebidas,2028-06-01,Concha y Toro,150.00,22
SUC002,Vino Blanco Reserva,7501234568303,Bebidas,2028-06-01,Concha y Toro,155.00,20
SUC003,Tequila Blanco,7501234568304,Bebidas,2028-11-15,Jose Cuervo,180.00,18
SUC003,Tequila Añejo,7501234568305,Bebidas,2028-11-15,Jose Cuervo,250.00,15
SUC004,Ron Añejo,7501234568306,Bebidas,2028-10-01,Bacardi,160.00,20
SUC004,Vodka Premium,7501234568307,Bebidas,2028-12-31,Smirnoff,180.00,18
SUC005,Whisky 12 Años,7501234568308,Bebidas,2028-12-31,Johnnie Walker,400.00,12
SUC005,Brandy Reserva,7501234568309,Bebidas,2028-12-31,Fundador,200.00,14
SUC001,Arroz 1kg,7501234568400,Granos,2027-12-31,Zulka,12.00,200
SUC001,Arroz 5kg,7501234568401,Granos,2027-12-31,Zulka,45.00,150
SUC002,Frijoles 500g,7501234568402,Granos,2027-09-30,San Rafael,10.00,180
SUC002,Lentejas 500g,7501234568403,Granos,2027-11-20,San Rafael,12.00,160
SUC003,Garbanzos 500g,7501234568404,Granos,2027-10-15,San Rafael,14.00,140
SUC003,Alverjas 500g,7501234568405,Granos,2027-08-20,San Rafael,16.00,120
SUC004,Maíz Pozolero 500g,7501234568406,Granos,2027-07-15,Zulka,9.00,170
SUC004,Harina Trigo 1kg,7501234568407,Granos,2027-12-15,Blanca Flor,11.00,190
SUC005,Harina Maíz 1kg,7501234568408,Granos,2027-11-30,Blanca Flor,11.00,180
SUC005,Azúcar 1kg,7501234568409,Granos,2027-12-31,Zulka,10.00,220
SUC001,Atún 150g,7501234568500,Enlatados,2028-01-01,Alamar,15.00,100
SUC001,Atún 250g,7501234568501,Enlatados,2028-01-01,Alamar,22.00,85
SUC002,Sardinas 125g,7501234568502,Enlatados,2028-01-15,Alamar,12.00,90
SUC002,Mackerel 125g,7501234568503,Enlatados,2028-01-15,Alamar,14.00,80
SUC003,Conserva Maíz 200g,7501234568504,Enlatados,2028-03-01,La Costeña,8.00,130
SUC003,Conserva Zanahoria 200g,7501234568505,Enlatados,2028-03-01,La Costeña,8.00,120
SUC004,Conserva Champiñones 200g,7501234568506,Enlatados,2028-03-01,La Costeña,10.00,100
SUC004,Conserva Peras 200g,7501234568507,Enlatados,2028-04-01,La Costeña,12.00,95
SUC005,Conserva Duraznos 200g,7501234568508,Enlatados,2028-04-01,La Costeña,12.00,90
SUC005,Conserva Piña 200g,7501234568509,Enlatados,2028-04-01,La Costeña,12.00,88
SUC001,Manzana Roja 1kg,7501234568600,Frutas,2026-06-10,Valle Verde,15.00,200
SUC001,Manzana Verde 1kg,7501234568601,Frutas,2026-06-10,Valle Verde,15.00,200
SUC002,Naranjas 1kg,7501234568602,Frutas,2026-06-05,Valle Verde,10.00,220
SUC002,Mandarinas 1kg,7501234568603,Frutas,2026-05-25,Valle Verde,12.00,180
SUC003,Platanos 1kg,7501234568604,Frutas,2026-05-20,Valle Verde,8.00,250
SUC003,Mangos 1kg,7501234568605,Frutas,2026-06-20,Tropical,15.00,140
SUC004,Piñas 1kg,7501234568606,Frutas,2026-06-15,Tropical,20.00,100
SUC004,Sandías 1kg,7501234568607,Frutas,2026-05-30,Tropical,25.00,80
SUC005,Uvas 1kg,7501234568608,Frutas,2026-06-05,Tropical,18.00,120
SUC005,Fresas 1kg,7501234568609,Frutas,2026-05-20,Tropical,12.00,160
SUC001,Papa 1kg,7501234568700,Verduras,2026-07-01,Valle Verde,8.00,300
SUC001,Zanahoria 1kg,7501234568701,Verduras,2026-06-15,Valle Verde,10.00,250
SUC002,Lechuga 1pz,7501234568702,Verduras,2026-05-25,Valle Verde,12.00,200
SUC002,Tomate 1kg,7501234568703,Verduras,2026-05-30,Valle Verde,10.00,230
SUC003,Pimiento 1kg,7501234568704,Verduras,2026-06-05,Valle Verde,15.00,170
SUC003,Calabacín 1kg,7501234568705,Verduras,2026-06-10,Valle Verde,12.00,180
SUC004,Cebolla 1kg,7501234568706,Verduras,2026-06-20,Valle Verde,8.00,280
SUC004,Cebollín 1kg,7501234568707,Verduras,2026-06-08,Valle Verde,10.00,220
SUC005,Ajo 500g,7501234568708,Verduras,2026-07-15,Valle Verde,12.00,190
SUC005,Jengibre 500g,7501234568709,Verduras,2026-06-25,Valle Verde,15.00,150
SUC001,Bistec 1kg,7501234568800,Cárnicos,2026-06-01,Swift,65.00,60
SUC001,Chuletas 1kg,7501234568801,Cárnicos,2026-06-03,Swift,75.00,50
SUC002,Pollo Entero 2kg,7501234568802,Cárnicos,2026-06-05,San Fernando,45.00,70
SUC002,Pechugas 1kg,7501234568803,Cárnicos,2026-06-04,San Fernando,55.00,65
SUC003,Costillas 1kg,7501234568804,Cárnicos,2026-06-02,Swift,85.00,45
SUC003,Lomo 1kg,7501234568805,Cárnicos,2026-06-01,Swift,95.00,40
SUC004,Pescado 1kg,7501234568806,Mariscos,2026-06-03,SeaBass,65.00,35
SUC004,Camarones 500g,7501234568807,Mariscos,2026-06-02,SeaBass,85.00,28
SUC005,Pulpo 500g,7501234568808,Mariscos,2026-06-01,SeaBass,120.00,22
SUC005,Calamares 500g,7501234568809,Mariscos,2026-06-02,SeaBass,95.00,25
SUC001,Detergente 1kg,7501234568900,Limpieza,2027-11-30,Ariel,32.00,70
SUC001,Limpiavidrios 500ml,7501234568901,Limpieza,2028-02-15,Windex,20.00,55
SUC002,Brilladora 500ml,7501234568902,Limpieza,2027-12-15,Pledge,25.00,60
SUC002,Cloro 1L,7501234568903,Limpieza,2028-01-01,Cloralex,15.00,120
SUC003,Papel Toalla 2 rollos,7501234568904,Limpieza,2028-03-15,Scott,18.00,140
SUC003,Esfregadera 1pz,7501234568905,Limpieza,2027-10-10,Scotch-Brite,10.00,90
SUC004,Cepillo Limpiador 1pz,7501234568906,Limpieza,2028-04-20,Scotch-Brite,12.00,80
SUC004,Esponja 3pz,7501234568907,Limpieza,2027-09-05,Scotch-Brite,5.00,160
SUC005,Desinfectante 1L,7501234568908,Limpieza,2028-05-10,Lysol,28.00,65
SUC005,Jabón Manos 250ml,7501234568909,Limpieza,2027-11-20,Softsoap,15.00,100
SUC001,Shampoo Anticaspa 400ml,7501234569000,Cuidado Personal,2027-09-15,Head & Shoulders,35.00,80
SUC001,Shampoo Niños 400ml,7501234569001,Cuidado Personal,2027-08-20,Johnson's,28.00,95
SUC002,Enjuague Bucal 500ml,7501234569002,Cuidado Personal,2027-12-10,Listerine,32.00,70
SUC002,Crema Dental 100ml,7501234569003,Cuidado Personal,2027-11-05,Colgate,9.00,120
SUC003,Desodorante 150ml,7501234569004,Cuidado Personal,2027-10-25,Old Spice,25.00,85
